Order_ID,Order_Date,Amount,Customer_ID
68,2024-07-06,198.55,318
69,2024-05-15,880.82,143
70,2024-04-30,785.7,237
71,2024-05-06,184.34,153
72,2024-05-22,519.43,734
73,2024-01-13,297.56,710
74,2024-02-16,936.24,455
75,2024-10-21,179.83,960
76,2024-08-03,607.44,570
77,2024-01-12,718.02,11
78,2024-07-02,947.27,949
79,2024-03-04,420.75,579
80,2024-09-13,391.57,887
81,2024-05-03,258.09,388
82,2024-09-23,237.22,125
83,2024-01-18,884.78,333
84,2024-10-07,168.65,490
85,2024-03-08,412.93,432
86,2024-09-18,45.99,345
87,2024-02-18,180.3,227
88,2024-06-07,460.08,415
89,2024-10-11,493.28,872
90,2024-06-24,432.11,681
91,2024-04-30,368.33,775
92,2024-09-07,48.62,322
93,2024-04-16,464.74,228
94,2024-09-09,224.58,80
95,2024-11-05,583.61,780
96,2024-10-16,767.37,591
97,2024-01-08,136.33,907
98,2024-04-06,260.11,248
99,2024-09-12,947.84,694
100,2024-05-30,696.87,713
101,2024-09-19,987.46,864
102,2024-07-02,91.32,831
103,2024-03-14,972.43,757
104,2024-10-14,473.97,527
105,2024-03-30,522.91,630
106,2024-02-29,428.91,117
107,2024-07-03,428.13,711
108,2024-07-11,683.64,650
109,2024-03-16,53.46,954
110,2024-10-06,891.31,874
111,2024-09-27,735.86,85
112,2024-10-20,551.6,458
113,2024-07-15,936.63,482
114,2024-05-27,547.46,165
115,2024-08-27,164.28,246
116,2024-04-30,521.45,204
117,2024-01-03,998.24,923
118,2024-01-18,572.17,833
119,2024-05-20,621.67,568
120,2024-03-21,977.29,900
121,2024-09-10,688.04,711
122,2024-04-08,151.17,895
123,2024-06-16,295.17,657
124,2024-08-31,885.11,200
125,2024-11-04,315.28,339
126,2024-01-22,777.14,358
127,2024-09-12,838.89,414
128,2024-01-07,911.1,169
129,2024-05-22,248.84,847
130,2024-05-18,472.31,516
131,2024-06-07,374.73,309
132,2024-10-28,865.21,46
133,2024-11-28,496.06,879
134,2024-06-10,447.06,368
135,2024-11-07,497.3,871
136,2024-01-19,580.79,691
137,2024-07-28,919.32,483
138,2024-06-16,230.16,28
139,2024-05-18,240.39,921
140,2024-03-27,729.28,649
141,2024-02-15,161.92,795
142,2024-04-09,592.22,691
143,2024-05-27,613.69,813
144,2024-04-30,302.63,469
145,2024-06-10,639.16,933
146,2024-11-23,808.83,18
147,2024-08-18,50.32,988
148,2024-07-15,167.67,250
149,2024-03-11,872.43,753
150,2024-05-30,384.38,147
151,2024-01-28,596.33,558
152,2024-04-27,141.62,191
153,2024-02-10,848.28,348
154,2024-05-02,357.13,366
155,2024-06-09,56.68,72
156,2024-08-25,587.49,513
157,2024-07-13,938.65,366
158,2024-05-10,514.72,976
159,2024-07-31,84.67,474
160,2024-06-17,564.03,784
161,2024-10-06,593.4,913
162,2024-05-03,658.67,100
163,2024-05-27,71.81,595
164,2024-03-19,493.18,448
165,2024-02-11,64.66,671
166,2024-09-18,789.38,26
167,2024-05-20,727.69,740
168,2024-03-24,519.62,184
169,2024-05-15,256.49,774
170,2024-06-18,443.37,681
171,2024-06-27,922.17,452
172,2024-08-07,32.59,595
173,2024-10-13,436.56,501
174,2024-11-16,442.56,473
175,2024-07-02,135.16,207
176,2024-01-12,248.88,732
177,2024-06-16,996.97,745
178,2024-04-07,841.89,223
179,2024-05-08,736.95,291
180,2024-01-27,769.93,159
181,2024-06-30,267.09,875
182,2024-05-19,614.41,907
183,2024-07-24,537.62,597
184,2024-01-27,985.01,559
185,2024-02-22,85.78,295
186,2024-08-08,188.95,6
187,2024-08-27,223.8,7
188,2024-08-24,405.89,722
189,2024-04-03,857.61,611
190,2024-06-04,516.53,203
191,2024-07-11,125.83,502
192,2024-08-05,346.29,706
193,2024-02-01,762.02,786
194,2024-07-01,210.96,920
195,2024-06-05,702.72,474
196,2024-06-28,666.37,885
197,2024-08-23,585.42,826
198,2024-08-05,979.98,446
199,2024-11-28,964.08,324
200,2024-08-01,544.34,537
201,2024-04-27,368.93,952
202,2024-04-26,284.63,586
203,2024-10-02,69.6,31
204,2024-01-01,37.11,114
205,2024-10-01,363.66,613
206,2024-03-25,793.67,380
207,2024-02-04,352.12,932
208,2024-07-18,619.85,900
209,2024-02-25,774.15,728
210,2024-04-09,179.25,12
211,2024-04-27,35.13,334
212,2024-04-01,743.73,720
213,2024-11-04,137.07,711
214,2024-03-07,151.69,368
215,2024-08-02,903.92,74
216,2024-05-06,281.34,664
217,2024-01-15,241.37,287
218,2024-09-29,409.13,95
219,2024-09-24,609.68,369
220,2024-02-24,608.91,790
221,2024-08-27,91.88,317
222,2024-02-10,223.82,631
223,2024-03-25,486.85,536
224,2024-04-08,849.44,679
225,2024-11-23,59.27,777
226,2024-11-26,429.47,108
227,2024-11-11,297.28,109
228,2024-11-09,480.09,256
229,2024-08-12,720.0,542
230,2024-02-24,800.65,699
231,2024-03-09,813.19,590
232,2024-03-17,189.9,226
233,2024-02-11,265.43,44
234,2024-04-08,933.54,197
235,2024-11-27,208.36,515
236,2024-06-10,448.61,278
237,2024-07-31,827.15,729
238,2024-09-25,792.44,346
239,2024-09-12,237.9,581
240,2024-10-30,789.34,981
241,2024-07-07,338.84,962
242,2024-07-04,920.65,299
243,2024-03-04,749.65,589
244,2024-11-25,50.39,968
245,2024-08-27,488.05,589
246,2024-06-05,160.72,249
247,2024-06-21,159.81,624
248,2024-04-27,298.32,251
249,2024-05-15,733.45,562
250,2024-01-06,915.74,782
251,2024-08-13,832.45,509
252,2024-07-15,729.13,506
253,2024-01-12,562.03,210
254,2024-05-28,220.54,851
255,2024-06-06,652.66,223
256,2024-04-26,292.52,658
257,2024-01-08,866.83,106
258,2024-04-24,221.39,427
259,2024-07-05,658.31,284
260,2024-07-26,215.26,358
261,2024-03-09,589.29,954
262,2024-08-19,507.93,567
263,2024-04-22,997.17,4
264,2024-09-21,447.89,541
265,2024-04-11,292.11,720
266,2024-09-17,744.54,891
267,2024-02-12,408.5,442
268,2024-04-15,182.4,886
269,2024-11-27,874.66,436
270,2024-03-24,811.15,148
271,2024-03-14,608.69,950
272,2024-04-02,126.48,325
273,2024-01-23,568.68,129
274,2024-07-22,212.34,260
275,2024-10-21,74.82,645
276,2024-09-25,567.95,311
277,2024-06-22,985.58,125
278,2024-05-18,699.82,898
279,2024-02-19,191.6,686
280,2024-05-15,670.55,846
281,2024-07-15,25.72,585
282,2024-10-11,359.64,935
283,2024-07-08,918.59,572
284,2024-01-17,396.24,775
285,2024-01-11,44.43,69
286,2024-02-15,868.03,751
287,2024-09-17,757.07,151
288,2024-03-20,345.85,402
289,2024-05-23,971.11,149
290,2024-03-12,515.89,691
291,2024-07-05,684.77,512
292,2024-04-09,905.93,406
293,2024-05-22,688.1,908
294,2024-11-02,545.98,947
295,2024-04-11,824.44,893
296,2024-09-29,17.27,535
297,2024-07-27,735.51,407
298,2024-09-30,956.98,874
299,2024-02-13,600.92,823
300,2024-07-03,915.49,819
301,2024-09-12,510.64,983
302,2024-03-13,947.1,202
303,2024-07-13,735.67,67
304,2024-02-02,146.03,843
305,2024-10-11,35.04,13
306,2024-04-25,841.16,327
307,2024-05-02,524.37,844
308,2024-05-06,689.73,896
309,2024-11-25,520.56,545
310,2024-05-04,171.57,827
311,2024-07-27,924.97,354
312,2024-04-19,362.6,171
313,2024-03-06,634.15,121
314,2024-02-24,210.34,646
315,2024-10-16,446.9,390
316,2024-01-26,376.21,611
317,2024-02-04,998.59,55
318,2024-01-23,925.94,984
319,2024-06-16,323.45,917
320,2024-08-23,728.49,596
321,2024-08-25,538.77,429
322,2024-09-01,648.22,631
323,2024-10-15,73.04,289
324,2024-05-28,393.39,133
325,2024-05-08,845.07,239
326,2024-06-12,178.12,442
327,2024-03-17,598.06,953
328,2024-05-29,925.89,494
329,2024-09-01,535.88,147
330,2024-07-22,535.52,7
331,2024-04-16,595.33,682
332,2024-04-03,390.33,663
333,2024-04-08,69.81,371
334,2024-07-09,462.76,188
335,2024-02-05,841.77,369
336,2024-07-29,251.9,765
337,2024-04-13,73.11,100
338,2024-06-26,573.15,400
339,2024-01-25,894.46,173
340,2024-07-04,844.22,207
341,2024-05-29,111.44,723
342,2024-01-17,230.9,870
343,2024-07-13,380.39,702
344,2024-08-08,767.67,144
345,2024-08-15,780.54,992
346,2024-10-20,472.21,795
347,2024-10-31,282.39,648
348,2024-07-10,810.98,60
349,2024-01-09,105.51,682
350,2024-06-05,638.19,39
351,2024-04-04,147.01,884
352,2024-07-20,339.92,188
353,2024-03-28,49.13,949
354,2024-11-15,575.5,358
355,2024-10-02,56.24,441
356,2024-10-06,72.75,204
357,2024-01-15,529.85,616
358,2024-04-19,194.31,345
359,2024-09-06,663.65,824
360,2024-01-25,455.82,605
361,2024-05-06,184.21,983
362,2024-10-03,742.69,878
363,2024-10-17,790.87,354
364,2024-11-23,844.5,950
365,2024-09-07,34.31,366
366,2024-10-12,190.49,25
367,2024-04-07,541.57,228
368,2024-07-28,524.32,981
369,2024-09-13,244.39,967
370,2024-04-23,928.01,253
371,2024-02-04,385.87,123
372,2024-06-04,533.48,180
373,2024-04-21,798.09,952
374,2024-05-27,136.97,651
375,2024-07-14,542.59,292
376,2024-03-05,57.7,39
377,2024-05-03,425.42,665
378,2024-09-06,511.9,109
379,2024-06-09,206.89,734
380,2024-08-16,136.28,954
381,2024-11-29,446.32,476
382,2024-02-18,659.45,426
383,2024-01-18,872.16,310
384,2024-08-24,496.15,82
385,2024-01-17,716.88,810
386,2024-08-30,208.29,925
387,2024-06-09,771.65,611
388,2024-09-30,564.03,12
389,2024-05-14,486.92,11
390,2024-07-01,994.91,92
391,2024-08-22,56.65,888
392,2024-05-17,543.2,911
393,2024-02-22,103.77,43
394,2024-11-22,653.91,145
395,2024-02-01,842.16,620
396,2024-10-26,910.29,253
397,2024-03-14,846.17,786
398,2024-04-19,429.83,546
399,2024-11-07,243.87,249
400,2024-02-17,738.53,800
401,2024-07-27,371.5,260
402,2024-03-19,561.56,860
403,2024-07-07,143.29,947
404,2024-11-27,491.77,648
405,2024-11-13,813.27,643
406,2024-08-02,210.52,959
407,2024-05-23,477.79,888
408,2024-04-13,911.5,507
409,2024-03-28,531.2,18
410,2024-04-27,656.01,987
411,2024-07-26,169.09,486
412,2024-04-29,591.03,900
413,2024-02-22,922.94,293
414,2024-06-21,288.98,513
415,2024-01-06,529.23,384
416,2024-03-21,319.6,539
417,2024-07-31,796.48,49
418,2024-05-29,89.51,667
419,2024-01-27,445.97,189
420,2024-10-08,405.64,955
421,2024-06-22,919.78,919
422,2024-03-18,936.65,25
423,2024-11-27,334.27,63
424,2024-10-31,27.73,977
425,2024-01-12,364.75,71
426,2024-05-01,226.3,655
427,2024-03-05,10.86,409
428,2024-05-15,228.6,908
429,2024-08-25,73.89,790
430,2024-08-27,541.15,986
431,2024-01-30,447.15,809
432,2024-03-09,195.2,94
433,2024-07-28,192.96,996
434,2024-03-01,115.68,230
435,2024-10-11,123.24,395
436,2024-02-02,652.83,860
437,2024-06-08,816.45,626
438,2024-11-25,613.45,279
439,2024-11-15,757.52,36
440,2024-09-27,722.39,182
441,2024-11-06,545.9,780
442,2024-10-19,841.68,70
443,2024-08-12,911.42,934
444,2024-03-07,148.2,660
445,2024-02-18,80.44,682
446,2024-10-29,374.09,124
447,2024-04-28,757.11,365
448,2024-03-15,305.09,195
449,2024-05-14,772.63,244
450,2024-02-17,812.82,538
451,2024-05-10,78.43,509
452,2024-09-12,693.56,903
453,2024-06-29,379.52,356
454,2024-03-14,326.63,5
455,2024-02-25,268.0,838
456,2024-08-09,295.67,564
457,2024-09-16,208.26,936
458,2024-02-03,90.93,239
459,2024-08-12,988.05,288
460,2024-03-26,153.62,102
461,2024-09-05,73.31,946
462,2024-02-28,848.39,921
463,2024-06-09,724.93,207
464,2024-10-08,851.72,726
465,2024-06-09,155.77,394
466,2024-06-22,126.83,166
467,2024-02-10,860.97,264
468,2024-10-28,687.04,227
469,2024-10-16,181.4,473
470,2024-04-27,779.0,98
471,2024-09-12,575.79,629
472,2024-05-03,283.28,299
473,2024-03-11,254.4,134
474,2024-06-15,634.94,332
475,2024-04-07,987.42,482
476,2024-02-04,608.23,870
477,2024-06-20,355.3,317
478,2024-07-17,538.86,285
479,2024-03-06,461.7,138
480,2024-02-16,616.4,842
481,2024-08-10,161.67,386
482,2024-11-04,714.69,139
483,2024-10-04,501.81,52
484,2024-09-21,351.4,944
485,2024-04-28,796.35,852
486,2024-09-20,969.59,972
487,2024-01-02,210.32,403
488,2024-09-28,446.65,14
489,2024-11-19,685.63,308
490,2024-06-09,549.61,83
491,2024-01-19,137.25,702
492,2024-09-03,822.89,742
493,2024-11-03,64.78,346
494,2024-04-09,275.91,544
495,2024-09-02,296.56,843
496,2024-02-02,185.19,999
497,2024-08-19,852.08,578
498,2024-09-23,607.52,114
499,2024-06-27,545.49,568
500,2024-04-15,492.17,481
501,2024-08-28,113.99,105
502,2024-06-01,696.91,821
503,2024-10-03,884.03,952
504,2024-09-02,500.73,633
505,2024-04-29,934.27,983
506,2024-11-10,943.09,407
507,2024-01-12,16.5,22
508,2024-04-28,964.22,917
509,2024-04-06,918.45,351
510,2024-04-15,221.3,419
511,2024-06-18,473.5,248
512,2024-04-30,364.41,87
513,2024-09-15,685.0,283
514,2024-03-08,402.29,727
515,2024-05-04,488.62,590
516,2024-02-24,546.79,902
517,2024-03-02,319.31,912
518,2024-07-27,794.43,387
519,2024-01-31,225.39,746
520,2024-09-23,805.82,7
521,2024-11-13,316.62,791
522,2024-05-18,21.6,761
523,2024-08-13,588.06,655
524,2024-10-07,625.19,916
525,2024-08-18,271.86,508
526,2024-08-01,808.89,377
527,2024-08-18,349.12,615
528,2024-07-06,538.56,514
529,2024-08-14,320.19,531
530,2024-06-22,673.84,744
531,2024-08-27,131.93,681
532,2024-04-05,845.89,816
533,2024-08-05,924.95,226
534,2024-03-07,668.07,884
535,2024-07-29,978.95,757
536,2024-11-16,853.66,836
537,2024-05-15,426.97,301
538,2024-01-27,927.68,667
539,2024-06-21,322.95,952
540,2024-10-25,890.42,620
541,2024-01-17,152.67,548
542,2024-10-11,541.66,440
543,2024-01-19,39.53,307
544,2024-10-08,896.41,628
545,2024-02-29,903.99,4
546,2024-04-12,276.08,741
547,2024-11-16,130.82,355
548,2024-02-28,974.4,335
549,2024-03-06,362.57,521
550,2024-10-27,29.07,426
551,2024-03-01,123.35,337
552,2024-06-26,323.73,765
553,2024-09-21,111.08,754
554,2024-05-13,466.89,397
555,2024-01-04,732.39,179
556,2024-11-12,300.38,250
557,2024-05-02,240.8,23
558,2024-04-26,489.6,99
559,2024-11-19,642.55,291
560,2024-08-01,326.67,393
561,2024-06-06,567.56,818
562,2024-11-12,307.07,168
563,2024-09-25,573.06,310
564,2024-09-23,182.84,25
565,2024-03-27,369.56,840
566,2024-09-10,802.07,541
567,2024-08-02,357.41,280
568,2024-08-11,976.72,949
569,2024-04-23,858.89,177
570,2024-11-07,888.24,45
571,2024-05-07,956.87,907
572,2024-05-17,659.04,292
573,2024-03-18,80.43,655
574,2024-03-21,502.68,553
575,2024-10-10,329.86,726
576,2024-09-11,185.5,611
577,2024-09-27,625.23,113
578,2024-02-19,218.65,902
579,2024-01-27,406.55,873
580,2024-04-05,825.91,642
581,2024-11-28,143.66,33
582,2024-05-29,205.37,210
583,2024-05-15,438.54,53
584,2024-04-10,784.52,883
585,2024-03-08,615.25,829
586,2024-09-16,53.26,326
587,2024-11-30,917.98,158
588,2024-07-06,169.93,225
589,2024-03-26,786.14,886
590,2024-10-25,333.81,401
591,2024-09-19,983.89,560
592,2024-02-09,38.42,77
593,2024-11-12,124.54,604
594,2024-06-12,731.7,47
595,2024-03-19,475.03,931
596,2024-09-12,544.15,506
597,2024-01-03,141.19,336
598,2024-03-11,651.86,85
599,2024-08-16,735.64,732
600,2024-03-16,510.65,161
601,2024-10-11,104.58,301
602,2024-02-25,852.96,919
603,2024-01-31,325.12,850
604,2024-04-05,519.65,863
605,2024-09-08,42.87,764
606,2024-06-22,125.21,603
607,2024-04-22,173.36,106
608,2024-02-18,300.68,453
609,2024-10-13,939.91,915
610,2024-06-03,462.12,71
611,2024-08-01,234.26,432
612,2024-11-24,982.05,333
613,2024-10-13,344.98,668
614,2024-03-19,883.71,425
615,2024-05-26,187.15,813
616,2024-01-23,240.44,285
617,2024-03-04,338.13,32
618,2024-11-17,397.41,243
619,2024-07-24,393.58,513
620,2024-07-31,180.02,450
621,2024-07-14,432.5,544
622,2024-07-31,783.34,806
623,2024-06-29,350.12,902
624,2024-10-28,750.46,380
625,2024-10-14,451.46,402
626,2024-04-14,110.49,546
627,2024-02-15,715.16,39
628,2024-07-13,679.5,932
629,2024-03-29,577.39,755
630,2024-02-26,637.19,804
631,2024-05-23,156.04,396
632,2024-08-13,433.62,136
633,2024-02-23,621.33,938
634,2024-10-14,508.69,459
635,2024-05-22,974.61,46
636,2024-03-30,854.42,170
637,2024-04-01,338.85,178
638,2024-03-15,128.15,587
639,2024-05-05,177.91,187
640,2024-07-06,346.27,99
641,2024-07-24,484.12,744
642,2024-01-19,840.64,651
643,2024-04-15,979.4,374
644,2024-11-16,651.52,149
645,2024-07-10,780.14,149
646,2024-04-12,897.46,750
647,2024-01-01,81.78,369
648,2024-07-16,688.62,78
649,2024-11-21,147.72,292
650,2024-08-07,902.11,472
651,2024-10-06,678.37,21
652,2024-02-16,556.37,932
653,2024-08-21,305.82,229
654,2024-11-04,569.2,289
655,2024-07-20,799.32,478
656,2024-08-21,712.07,24
657,2024-11-14,192.42,937
658,2024-09-09,427.85,936
659,2024-05-31,291.37,225
660,2024-05-04,709.61,428
661,2024-03-31,222.29,577
662,2024-03-30,216.68,178
663,2024-10-10,659.57,859
664,2024-01-21,165.36,505
665,2024-03-29,995.9,349
666,2024-03-06,42.1,307
667,2024-11-29,870.74,468
668,2024-07-20,816.29,457
669,2024-02-15,791.24,917
670,2024-06-17,578.52,244
671,2024-10-10,721.2,541
672,2024-11-25,61.03,175
673,2024-02-24,286.0,836
674,2024-07-18,770.9,13
675,2024-08-06,224.04,943
676,2024-09-24,51.87,198
677,2024-04-25,696.35,399
678,2024-03-16,649.47,639
679,2024-06-04,940.06,632
680,2024-11-06,988.77,132
681,2024-01-01,670.41,718
682,2024-08-17,382.9,954
683,2024-01-13,878.99,525
684,2024-02-17,541.81,290
685,2024-05-03,513.54,471
686,2024-07-07,92.47,948
687,2024-04-08,464.21,802
688,2024-02-15,287.83,551
689,2024-02-06,913.43,10
690,2024-05-06,407.15,428
691,2024-10-15,153.89,222
692,2024-06-26,194.02,492
693,2024-10-06,339.47,824
694,2024-05-29,557.08,645
695,2024-09-19,543.54,998
696,2024-01-11,690.33,924
697,2024-04-07,173.31,749
698,2024-08-22,60.99,263
699,2024-08-16,621.98,703
700,2024-10-29,962.38,747
701,2024-05-21,274.54,746
702,2024-02-14,899.85,517
703,2024-11-14,641.39,608
704,2024-03-21,636.23,623
705,2024-08-15,532.99,299
706,2024-05-09,328.21,306
707,2024-02-23,609.74,841
708,2024-09-03,743.11,742
709,2024-08-08,280.07,649
710,2024-03-16,96.81,895
711,2024-05-03,105.47,153
712,2024-07-18,156.76,703
713,2024-03-13,839.17,588
714,2024-09-06,703.92,170
715,2024-04-08,473.67,369
716,2024-04-18,44.11,10
717,2024-03-14,23.61,724
718,2024-02-27,871.42,842
719,2024-05-21,283.45,430
720,2024-11-30,786.76,778
721,2024-11-14,590.62,317
722,2024-02-25,873.42,504
723,2024-02-12,875.26,556
724,2024-09-16,31.3,617
725,2024-11-26,80.67,622
726,2024-11-30,845.2,584
727,2024-02-16,368.72,696
728,2024-05-04,917.45,58
729,2024-04-30,122.43,396
730,2024-10-07,422.91,614
731,2024-11-23,340.06,333
732,2024-10-11,726.35,401
733,2024-05-21,604.28,489
734,2024-06-18,190.49,90
735,2024-01-04,511.03,397
736,2024-11-12,474.94,593
737,2024-11-30,352.32,762
738,2024-04-14,245.38,720
739,2024-08-04,389.59,8
740,2024-05-25,804.8,759
741,2024-10-04,636.51,111
742,2024-10-02,214.71,631
743,2024-08-21,976.33,732
744,2024-06-24,282.08,815
745,2024-03-22,403.85,951
746,2024-09-30,578.35,178
747,2024-10-03,765.69,26
748,2024-06-15,102.71,1
749,2024-05-21,127.16,337
750,2024-07-07,33.41,389
751,2024-02-13,957.88,936
752,2024-06-29,991.84,32
753,2024-02-16,113.2,165
754,2024-02-27,324.0,360
755,2024-06-19,34.0,708
756,2024-06-19,141.43,314
757,2024-01-25,979.76,879
758,2024-02-15,575.73,293
759,2024-11-13,303.78,597
760,2024-09-25,881.0,881
761,2024-06-04,807.5,992
762,2024-05-24,385.82,289
763,2024-10-18,629.68,652
764,2024-08-01,284.5,287
765,2024-08-09,904.13,489
766,2024-10-08,147.4,470
767,2024-09-05,583.15,492
768,2024-02-13,45.14,601
769,2024-01-18,952.33,418
770,2024-09-17,39.34,219
771,2024-09-05,356.71,201
772,2024-04-22,835.53,492
773,2024-02-03,49.2,946
774,2024-01-01,387.86,478
775,2024-01-10,677.95,662
776,2024-09-22,369.26,887
777,2024-04-23,759.63,317
778,2024-01-18,103.91,133
779,2024-01-19,878.46,822
780,2024-10-20,937.82,725
781,2024-04-14,922.87,686
782,2024-03-15,131.31,648
783,2024-01-31,338.67,282
784,2024-05-07,177.66,992
785,2024-01-09,964.93,652
786,2024-09-04,518.36,345
787,2024-05-18,298.72,777
788,2024-01-27,566.58,21
789,2024-01-23,537.73,219
790,2024-02-14,655.54,890
791,2024-07-11,102.23,694
792,2024-01-25,183.1,301
793,2024-04-29,113.47,75
794,2024-03-13,378.6,602
795,2024-10-07,818.93,121
796,2024-06-15,65.86,453
797,2024-02-20,735.93,118
798,2024-10-16,62.26,60
799,2024-10-15,710.51,208
800,2024-07-16,166.93,221
801,2024-03-25,963.87,871
802,2024-11-14,44.55,671
803,2024-02-25,228.6,150
804,2024-06-05,276.31,933
805,2024-03-13,989.26,807
806,2024-02-16,60.01,970
807,2024-09-30,396.01,204
808,2024-03-01,997.88,261
809,2024-03-05,351.07,688
810,2024-03-02,60.83,213
811,2024-03-22,822.12,66
812,2024-08-25,30.57,263
813,2024-05-05,769.08,463
814,2024-01-25,328.59,268
815,2024-11-14,642.82,841
816,2024-05-03,614.06,738
817,2024-06-19,982.83,209
818,2024-07-09,508.55,606
819,2024-10-31,660.82,985
820,2024-09-10,390.9,113
821,2024-07-14,44.98,834
822,2024-04-15,393.96,605
823,2024-08-17,660.16,883
824,2024-02-06,842.94,904
825,2024-07-10,415.13,634
826,2024-04-08,957.98,964
827,2024-10-04,279.39,120
828,2024-10-30,867.26,914
829,2024-10-23,757.88,755
830,2024-01-03,266.9,559
831,2024-04-20,218.74,38
832,2024-03-23,902.24,131
833,2024-08-18,525.99,854
834,2024-08-16,174.33,813
835,2024-11-02,76.24,455
836,2024-01-31,124.3,158
837,2024-08-05,985.34,314
838,2024-04-08,312.78,516
839,2024-08-18,412.2,355
840,2024-01-07,418.25,897
841,2024-09-20,695.42,324
842,2024-04-23,331.45,62
843,2024-09-13,941.58,704
844,2024-09-03,440.3,952
845,2024-02-13,790.26,646
846,2024-03-07,635.44,348
847,2024-11-06,638.66,931
848,2024-07-17,76.03,107
849,2024-07-16,824.75,858
850,2024-03-13,900.64,774
851,2024-02-29,269.99,980
852,2024-05-12,993.46,67
853,2024-02-08,861.55,761
854,2024-08-18,951.91,190
855,2024-06-15,509.97,80
856,2024-09-08,761.11,110
857,2024-04-20,274.54,3
858,2024-10-31,371.89,113
859,2024-08-06,148.9,873
860,2024-02-03,305.53,947
861,2024-08-07,987.18,452
862,2024-02-24,568.28,546
863,2024-07-16,96.78,536
864,2024-10-04,856.22,787
865,2024-10-24,467.65,493
866,2024-05-25,608.55,474
867,2024-04-09,747.03,475
868,2024-03-13,339.03,135
869,2024-02-06,821.88,982
870,2024-07-13,105.06,902
871,2024-07-14,516.41,310
872,2024-11-10,37.61,944
873,2024-03-26,616.25,603
874,2024-11-15,952.49,448
875,2024-02-29,817.08,585
876,2024-01-14,640.15,884
877,2024-01-23,52.95,431
878,2024-10-18,368.15,133
879,2024-01-13,982.91,672
880,2024-08-12,713.32,406
881,2024-01-14,281.35,381
882,2024-07-17,308.42,652
883,2024-10-20,702.42,679
884,2024-02-26,284.82,65
885,2024-09-17,848.15,279
886,2024-04-11,589.39,288
887,2024-10-10,735.36,859
888,2024-11-12,110.41,872
889,2024-07-11,668.72,979
890,2024-03-02,915.07,574
891,2024-01-21,872.0,130
892,2024-01-17,296.09,669
893,2024-05-04,279.31,980
894,2024-01-19,210.9,252
895,2024-03-26,809.51,435
896,2024-09-05,603.28,450
897,2024-01-17,271.51,261
898,2024-01-19,247.24,524
899,2024-11-10,218.26,925
900,2024-02-21,289.23,178
901,2024-10-04,557.87,195
902,2024-04-25,292.24,389
903,2024-02-04,491.97,459
904,2024-11-28,988.43,997
905,2024-04-17,856.37,890
906,2024-09-07,189.07,215
907,2024-05-04,365.1,399
908,2024-01-27,760.19,177
909,2024-03-30,583.01,441
910,2024-01-21,817.01,569
911,2024-01-09,808.29,187
912,2024-05-25,616.33,453
913,2024-09-21,883.21,715
914,2024-03-01,708.4,177
915,2024-02-06,932.54,183
916,2024-07-17,186.16,861
917,2024-10-13,469.71,431
918,2024-06-01,566.91,178
919,2024-02-17,606.1,907
920,2024-02-16,38.63,437
921,2024-06-10,94.68,329
922,2024-03-04,396.95,758
923,2024-06-19,568.41,611
924,2024-02-27,876.26,818
925,2024-05-15,604.77,317
926,2024-05-03,809.37,553
927,2024-11-04,361.37,216
928,2024-08-06,527.15,494
929,2024-06-22,801.13,947
930,2024-03-13,918.34,20
